1.9	0 0 0 -0.105571 0.99105 0
1.92	0 0 0 -0.126314 0.991311 0
1.94	0 0 0 -0.147057 0.991584 0
1.96	0 0 0 -0.167801 0.991861 0
1.98	0 0 0 -0.188544 0.992128 0
2	0 0 0 -0.209283 0.992371 0
2.02	0 0 0 -0.230014 0.992575 0
2.04	0 0 0 -0.250733 0.992724 0
2.06	0 0 0 -0.271436 0.9928 0
2.08	0 0 0 -0.292115 0.992782 0
2.1	0 0 0 -0.312763 0.992652 0
2.12	0 0 0 -0.333372 0.992388 0
2.14	0 0 0 -0.353932 0.991969 0
2.16	0 0 0 -0.374432 0.991372 0
2.18	0 0 0 -0.39486 0.990574 0
2.2	0 0 0 -0.415204 0.989553 0
2.22	0 0 0 -0.43545 0.988285 0
2.24	0 0 0 -0.455583 0.986748 0
2.26	0 0 0 -0.475587 0.984917 0
2.28	0 0 0 -0.495445 0.982772 0
2.3	0 0 0 -0.51514 0.980289 0
2.32	0 0 0 -0.534654 0.977446 0
2.34	0 0 0 -0.553968 0.974223 0
2.36	0 0 0 -0.573063 0.9706 0
2.38	0 0 0 -0.591919 0.966557 0
2.4	0 0 0 -0.610517 0.962076 0
2.42	0 0 0 -0.628836 0.95714 0
2.44	0 0 0 -0.646857 0.951733 0
2.46	0 0 0 -0.664558 0.94584 0
2.48	0 0 0 -0.68192 0.939449 0
2.5	0 0 0 -0.698924 0.932547 0
2.52	0 0 0 -0.71555 0.925125 0
2.54	0 0 0 -0.731779 0.917173 0
2.56	0 0 0 -0.747593 0.908685 0
2.58	0 0 0 -0.762974 0.899655 0
2.6	0 0 0 -0.777907 0.890079 0
2.62	0 0 0 -0.792375 0.879955 0
2.64	0 0 0 -0.806363 0.869283 0
2.66	0 0 0 -0.819859 0.858063 0
2.68	0 0 0 -0.832849 0.846299 0
2.7	0 0 0 -0.845324 0.833994 0
2.72	0 0 0 -0.857272 0.821155 0
2.74	0 0 0 -0.868687 0.80779 0
2.76	0 0 0 -0.879561 0.793907 0
2.78	0 0 0 -0.88989 0.779516 0
2.8	0 0 0 -0.89967 0.764631 0
2.82	0 0 0 -0.908899 0.749262 0
2.84	0 0 0 -0.917578 0.733426 0
2.86	0 0 0 -0.925707 0.717137 0
2.88	0 0 0 -0.93329 0.700412 0
2.9	0 0 0 -0.940333 0.683268 0
2.92	0 0 0 -0.946842 0.665723 0
2.94	0 0 0 -0.952826 0.647796 0
2.96	0 0 0 -0.958294 0.629507 0
2.98	0 0 0 -0.963259 0.610876 0
3	0 0 0 -0.967734 0.591923 0
3.02	0 0 0 -0.971734 0.572669 0
3.04	0 0 0 -0.975275 0.553134 0
3.06	0 0 0 -0.978375 0.53334 0
3.08	0 0 0 -0.981054 0.513306 0
3.1	0 0 0 -0.983331 0.493054 0
3.12	0 0 0 -0.985228 0.472602 0
3.14	0 0 0 -0.986768 0.451971 0
3.16	0 0 0 -0.987973 0.43118 0
3.18	0 0 0 -0.988868 0.410247 0
3.2	0 0 0 -0.989477 0.389189 0
3.22	0 0 0 -0.989825 0.368023 0
3.24	0 0 0 -0.989938 0.346764 0
3.26	0 0 0 -0.98984 0.325427 0
3.28	0 0 0 -0.989558 0.304025 0
3.3	0 0 0 -0.989116 0.282571 0
3.32	0 0 0 -0.98854 0.261076 0
3.34	0 0 0 -0.987854 0.239549 0
3.36	0 0 0 -0.987081 0.217999 0
3.38	0 0 0 -0.986243 0.196433 0
3.4	0 0 0 -0.985363 0.174859 0
3.42	0 0 0 -0.984462 0.153279 0
3.44	0 0 0 -0.983557 0.1317 0
3.46	0 0 0 -0.982667 0.110122 0
3.48	0 0 0 -0.981807 0.0885489 0
3.5	0 0 0 -0.980991 0.0669805 0
3.52	0 0 0 -0.980233 0.0454172 0
3.54	0 0 0 -0.97954 0.0238585 0
3.56	0 0 0 -0.978923 0.00230322 0
3.58	0 0 0 -0.978387 -0.0192501 0
3.6	0 0 0 -0.977934 -0.0408032 0
3.62	0 0 0 -0.977568 -0.062358 0
3.64	0 0 0 -0.977286 -0.0839163 0
3.66	0 0 0 -0.977085 -0.10548 0
3.68	0 0 0 -0.976961 -0.12705 0
3.7	0 0 0 -0.976906 -0.148627 0
3.72	0 0 0 -0.976909 -0.170212 0
3.74	0 0 0 -0.976959 -0.191805 0
3.76	0 0 0 -0.977042 -0.213403 0
3.78	0 0 0 -0.977143 -0.235004 0
3.8	0 0 0 -0.977243 -0.256605 0
3.82	0 0 0 -0.977323 -0.278202 0
3.84	0 0 0 -0.977364 -0.299788 0
3.86	0 0 0 -0.977342 -0.321357 0
3.88	0 0 0 -0.977235 -0.342899 0
3.9	0 0 0 -0.977019 -0.364405 0
3.92	0 0 0 -0.976668 -0.385864 0
3.94	0 0 0 -0.976156 -0.407263 0
3.96	0 0 0 -0.975458 -0.428589 0
3.98	0 0 0 -0.974548 -0.449826 0
4	0 0 0 -0.973397 -0.470957 0
4.02	0 0 0 -0.97198 -0.491965 0
4.04	0 0 0 -0.97027 -0.512832 0
4.06	0 0 0 -0.968241 -0.533537 0
4.08	0 0 0 -0.965868 -0.55406 0
4.1	0 0 0 -0.963125 -0.57438 0
4.12	0 0 0 -0.959988 -0.594473 0
4.14	0 0 0 -0.956434 -0.614318 0
4.16	0 0 0 -0.952441 -0.633891 0
4.18	0 0 0 -0.947987 -0.653168 0
4.2	0 0 0 -0.943054 -0.672126 0
4.22	0 0 0 -0.937623 -0.69074 0
4.24	0 0 0 -0.931676 -0.708988 0
4.26	0 0 0 -0.9252 -0.726845 0
4.28	0 0 0 -0.91818 -0.744289 0
4.3	0 0 0 -0.910605 -0.761296 0
4.32	0 0 0 -0.902465 -0.777845 0
4.34	0 0 0 -0.893751 -0.793915 0
4.36	0 0 0 -0.884456 -0.809484 0
4.38	0 0 0 -0.874578 -0.824534 0
4.4	0 0 0 -0.864112 -0.839047 0
4.42	0 0 0 -0.853058 -0.853006 0
4.44	0 0 0 -0.841418 -0.866395 0
4.46	0 0 0 -0.829194 -0.879201 0
4.48	0 0 0 -0.816391 -0.89141 0
4.5	0 0 0 -0.803016 -0.903013 0
4.52	0 0 0 -0.789077 -0.913999 0
4.54	0 0 0 -0.774584 -0.924363 0
4.56	0 0 0 -0.759548 -0.934098 0
4.58	0 0 0 -0.743983 -0.943202 0
4.6	0 0 0 -0.727904 -0.951673 0
4.62	0 0 0 -0.711326 -0.959512 0
4.64	0 0 0 -0.694266 -0.966721 0
4.66	0 0 0 -0.676743 -0.973306 0
4.68	0 0 0 -0.658777 -0.979272 0
4.7	0 0 0 -0.640387 -0.98463 0
4.72	0 0 0 -0.621594 -0.989389 0
4.74	0 0 0 -0.602421 -0.993563 0
4.76	0 0 0 -0.58289 -0.997167 0
4.78	0 0 0 -0.563022 -1.00022 0
4.8	0 0 0 -0.542842 -1.00273 0
4.82	0 0 0 -0.522372 -1.00473 0
4.84	0 0 0 -0.501634 -1.00624 0
4.86	0 0 0 -0.480653 -1.00727 0
4.88	0 0 0 -0.459449 -1.00786 0
4.9	0 0 0 -0.438045 -1.00803 0
4.92	0 0 0 -0.416463 -1.00781 0
4.94	0 0 0 -0.394723 -1.00723 0
4.96	0 0 0 -0.372845 -1.00631 0
4.98	0 0 0 -0.350847 -1.00509 0
5	0 0 0 -0.328747 -1.00359 0
5.02	0 0 0 -0.306563 -1.00185 0
5.04	0 0 0 -0.284309 -0.999897 0
5.06	0 0 0 -0.261998 -0.99776 0
5.08	0 0 0 -0.239645 -0.995471 0
5.1	0 0 0 -0.217259 -0.99306 0
5.12	0 0 0 -0.194851 -0.990557 0
5.14	0 0 0 -0.172429 -0.987988 0
5.16	0 0 0 -0.15 -0.985382 0
5.18	0 0 0 -0.127569 -0.982764 0
5.2	0 0 0 -0.105139 -0.98016 0
5.22	0 0 0 -0.0827142 -0.977591 0
5.24	0 0 0 -0.0602954 -0.975078 0
5.26	0 0 0 -0.037883 -0.972641 0
5.28	0 0 0 -0.0154763 -0.970296 0
5.3	0 0 0 0.00692624 -0.968058 0
5.32	0 0 0 0.0293269 -0.965938 0
5.34	0 0 0 0.0517285 -0.963945 0
5.36	0 0 0 0.0741342 -0.962087 0
5.38	0 0 0 0.0965473 -0.960367 0
5.4	0 0 0 0.118971 -0.958787 0
5.42	0 0 0 0.141409 -0.957346 0
5.44	0 0 0 0.163863 -0.956039 0
5.46	0 0 0 0.186337 -0.95486 0
5.48	0 0 0 0.20883 -0.953799 0
5.5	0 0 0 0.231345 -0.952844 0
5.52	0 0 0 0.253879 -0.951982 0
5.54	0 0 0 0.276432 -0.951196 0
5.56	0 0 0 0.299001 -0.950466 0
5.58	0 0 0 0.321579 -0.949773 0
5.6	0 0 0 0.344162 -0.949093 0
5.62	0 0 0 0.366742 -0.948404 0
5.64	0 0 0 0.389308 -0.947678 0
5.66	0 0 0 0.411851 -0.946889 0
5.68	0 0 0 0.434355 -0.94601 0
5.7	0 0 0 0.456808 -0.945011 0
5.72	0 0 0 0.479193 -0.943863 0
5.74	0 0 0 0.501491 -0.942537 0
5.76	0 0 0 0.523683 -0.941002 0
5.78	0 0 0 0.545748 -0.939227 0
5.8	0 0 0 0.567664 -0.937184 0
5.82	0 0 0 0.589406 -0.934843 0
5.84	0 0 0 0.61095 -0.932174 0
5.86	0 0 0 0.632269 -0.92915 0
5.88	0 0 0 0.653338 -0.925742 0
5.9	0 0 0 0.674127 -0.921925 0
5.92	0 0 0 0.69461 -0.917673 0
5.94	0 0 0 0.714757 -0.912961 0
5.96	0 0 0 0.73454 -0.907769 0
5.98	0 0 0 0.75393 -0.902074 0
6	0 0 0 0.772897 -0.895858 0
6.02	0 0 0 0.791414 -0.889103 0
6.04	0 0 0 0.809453 -0.881793 0
6.06	0 0 0 0.826985 -0.873914 0
6.08	0 0 0 0.843984 -0.865455 0
6.1	0 0 0 0.860425 -0.856405 0
6.12	0 0 0 0.876283 -0.846758 0
6.14	0 0 0 0.891534 -0.836506 0
6.16	0 0 0 0.906156 -0.825648 0
6.18	0 0 0 0.920129 -0.81418 0
6.2	0 0 0 0.933434 -0.802103 0
6.22	0 0 0 0.946054 -0.789421 0
6.24	0 0 0 0.957975 -0.776137 0
6.26	0 0 0 0.969182 -0.762258 0
6.28	0 0 0 0.979666 -0.747792 0
6.3	0 0 0 0.989416 -0.732751 0
6.32	0 0 0 0.998428 -0.717145 0
6.34	0 0 0 1.0067 -0.700989 0
6.36	0 0 0 1.01422 -0.684297 0
6.38	0 0 0 1.021 -0.667088 0
6.4	0 0 0 1.02704 -0.649378 0
6.42	0 0 0 1.03234 -0.631188 0
6.44	0 0 0 1.03692 -0.612539 0
6.46	0 0 0 1.04078 -0.593451 0
6.48	0 0 0 1.04393 -0.573947 0
6.5	0 0 0 1.0464 -0.554051 0
6.52	0 0 0 1.04819 -0.533786 0
6.54	0 0 0 1.04934 -0.513177 0
6.56	0 0 0 1.04986 -0.492247 0
6.58	0 0 0 1.04977 -0.471023 0
6.6	0 0 0 1.04911 -0.449527 0
6.62	0 0 0 1.04789 -0.427785 0
6.64	0 0 0 1.04616 -0.40582 0
6.66	0 0 0 1.04394 -0.383656 0
6.68	0 0 0 1.04126 -0.361315 0
6.7	0 0 0 1.03816 -0.338819 0
6.72	0 0 0 1.03468 -0.31619 0
6.74	0 0 0 1.03084 -0.293446 0
6.76	0 0 0 1.02669 -0.270606 0
6.78	0 0 0 1.02227 -0.247688 0
6.8	0 0 0 1.01761 -0.224707 0
6.82	0 0 0 1.01274 -0.201677 0
6.84	0 0 0 1.00771 -0.17861 0
6.86	0 0 0 1.00256 -0.155519 0
6.88	0 0 0 0.997307 -0.13241 0
6.9	0 0 0 0.992 -0.109293 0
6.92	0 0 0 0.986669 -0.0861728 0
6.94	0 0 0 0.981346 -0.0630533 0
6.96	0 0 0 0.976061 -0.0399372 0
6.98	0 0 0 0.970843 -0.0168253 0
7	0 0 0 0.965717 0.00628275 0
7.02	0 0 0 0.960707 0.0293888 0
7.04	0 0 0 0.955834 0.0524958 0
7.06	0 0 0 0.951116 0.0756075 0
7.08	0 0 0 0.946569 0.0987286 0
7.1	0 0 0 0.942205 0.121864 0
7.12	0 0 0 0.938033 0.14502 0
7.14	0 0 0 0.934059 0.168201 0
7.16	0 0 0 0.930287 0.191414 0
7.18	0 0 0 0.926714 0.214662 0
7.2	0 0 0 0.923338 0.237951 0
7.22	0 0 0 0.920153 0.261284 0
7.24	0 0 0 0.917147 0.284663 0
7.26	0 0 0 0.914309 0.30809 0
7.28	0 0 0 0.911622 0.331564 0
7.3	0 0 0 0.909069 0.355083 0
7.32	0 0 0 0.906628 0.378643 0
7.34	0 0 0 0.904277 0.402237 0
7.36	0 0 0 0.90199 0.425859 0
7.38	0 0 0 0.899741 0.449498 0
7.4	0 0 0 0.897501 0.47314 0
7.42	0 0 0 0.895241 0.496773 0
7.44	0 0 0 0.892929 0.520378 0
7.46	0 0 0 0.890533 0.543937 0
7.48	0 0 0 0.888022 0.567429 0
7.5	0 0 0 0.885362 0.59083 0
7.52	0 0 0 0.882521 0.614115 0
7.54	0 0 0 0.879465 0.637256 0
7.56	0 0 0 0.876163 0.660227 0
7.58	0 0 0 0.872582 0.682995 0
7.6	0 0 0 0.868691 0.705529 0
7.62	0 0 0 0.864459 0.727797 0
7.64	0 0 0 0.859858 0.749765 0
7.66	0 0 0 0.854858 0.771398 0
7.68	0 0 0 0.849434 0.79266 0
7.7	0 0 0 0.843561 0.813517 0
7.72	0 0 0 0.837214 0.833931 0
7.74	0 0 0 0.830372 0.853869 0
7.76	0 0 0 0.823015 0.873294 0
7.78	0 0 0 0.815125 0.892171 0
7.8	0 0 0 0.806687 0.910465 0
7.82	0 0 0 0.797686 0.928144 0
7.84	0 0 0 0.788111 0.945175 0
7.86	0 0 0 0.777953 0.961527 0
7.88	0 0 0 0.767203 0.977171 0
7.9	0 0 0 0.755858 0.992078 0
7.92	0 0 0 0.743914 1.00622 0
7.94	0 0 0 0.731371 1.01958 0
7.96	0 0 0 0.718231 1.03213 0
7.98	0 0 0 0.704496 1.04385 0
8	0 0 0 0.690173 1.05473 0
8.02	0 0 0 0.67527 1.06474 0
8.04	0 0 0 0.659796 1.07389 0
8.06	0 0 0 0.643763 1.08215 0
8.08	0 0 0 0.627186 1.08953 0
8.1	0 0 0 0.610078 1.09601 0
8.12	0 0 0 0.592457 1.10161 0
8.14	0 0 0 0.574341 1.10631 0
8.16	0 0 0 0.55575 1.11013 0
8.18	0 0 0 0.536705 1.11308 0
8.2	0 0 0 0.517227 1.11516 0
8.22	0 0 0 0.49734 1.11639 0
8.24	0 0 0 0.477067 1.11679 0
8.26	0 0 0 0.456432 1.11638 0
8.28	0 0 0 0.435461 1.11518 0
8.3	0 0 0 0.414177 1.11322 0
8.32	0 0 0 0.392607 1.11052 0
8.34	0 0 0 0.370774 1.10712 0
8.36	0 0 0 0.348705 1.10305 0
8.38	0 0 0 0.326422 1.09834 0
8.4	0 0 0 0.303951 1.09304 0
8.42	0 0 0 0.281313 1.08717 0
8.44	0 0 0 0.258531 1.08079 0
8.46	0 0 0 0.235626 1.07393 0
8.48	0 0 0 0.212617 1.06664 0
8.5	0 0 0 0.189524 1.05896 0
8.52	0 0 0 0.166361 1.05093 0
8.54	0 0 0 0.143145 1.04261 0
8.56	0 0 0 0.119889 1.03403 0
8.58	0 0 0 0.0966051 1.02525 0
8.6	0 0 0 0.0733019 1.0163 0
8.62	0 0 0 0.0499875 1.00724 0
8.64	0 0 0 0.0266676 0.998096 0
8.66	0 0 0 0.00334606 0.988921 0
8.68	0 0 0 -0.0199753 0.979753 0
8.7	0 0 0 -0.0432965 0.970629 0
8.72	0 0 0 -0.0666194 0.961585 0
8.74	0 0 0 -0.0899473 0.952654 0
8.76	0 0 0 -0.113285 0.943868 0
8.78	0 0 0 -0.136639 0.935253 0
8.8	0 0 0 -0.160017 0.926835 0
8.82	0 0 0 -0.183426 0.918633 0
8.84	0 0 0 -0.206876 0.910666 0
8.86	0 0 0 -0.230375 0.902946 0
8.88	0 0 0 -0.253933 0.895485 0
8.9	0 0 0 -0.277559 0.888288 0
8.92	0 0 0 -0.301259 0.881357 0
8.94	0 0 0 -0.325043 0.874691 0
8.96	0 0 0 -0.348915 0.868284 0
8.98	0 0 0 -0.372881 0.862128 0
9	0 0 0 -0.396942 0.856211 0
9.02	0 0 0 -0.4211 0.850516 0
9.04	0 0 0 -0.445352 0.845026 0
9.06	0 0 0 -0.469695 0.839718 0
9.08	0 0 0 -0.494121 0.834568 0
9.1	0 0 0 -0.518621 0.829551 0
9.12	0 0 0 -0.543182 0.824638 0
9.14	0 0 0 -0.56779 0.819798 0
9.16	0 0 0 -0.592425 0.815 0
9.18	0 0 0 -0.617066 0.810211 0
9.2	0 0 0 -0.64169 0.805397 0
9.22	0 0 0 -0.666269 0.800525 0
9.24	0 0 0 -0.690774 0.79556 0
9.26	0 0 0 -0.715172 0.790467 0
9.28	0 0 0 -0.73943 0.785212 0
9.3	0 0 0 -0.763511 0.779761 0
9.32	0 0 0 -0.787376 0.774082 0
9.34	0 0 0 -0.810986 0.768142 0
9.36	0 0 0 -0.834299 0.761909 0
9.38	0 0 0 -0.857272 0.755355 0
9.4	0 0 0 -0.879861 0.74845 0
9.42	0 0 0 -0.902022 0.741169 0
9.44	0 0 0 -0.923711 0.733485 0
9.46	0 0 0 -0.944882 0.725376 0
9.48	0 0 0 -0.965491 0.716821 0
9.5	0 0 0 -0.985494 0.7078 0
9.52	0 0 0 -1.00485 0.698296 0
9.54	0 0 0 -1.0235 0.688294 0
9.56	0 0 0 -1.04143 0.677782 0
9.58	0 0 0 -1.05858 0.666748 0
9.6	0 0 0 -1.07491 0.655186 0
9.62	0 0 0 -1.0904 0.643088 0
9.64	0 0 0 -1.105 0.630451 0
9.66	0 0 0 -1.11869 0.617274 0
9.68	0 0 0 -1.13143 0.603558 0
9.7	0 0 0 -1.1432 0.589304 0
9.72	0 0 0 -1.15397 0.57452 0
9.74	0 0 0 -1.16372 0.55921 0
9.76	0 0 0 -1.17244 0.543386 0
9.78	0 0 0 -1.18011 0.527057 0
9.8	0 0 0 -1.18672 0.510236 0
9.82	0 0 0 -1.19226 0.492939 0
9.84	0 0 0 -1.19673 0.47518 0
9.86	0 0 0 -1.20013 0.456978 0
9.88	0 0 0 -1.20245 0.438352 0
9.9	0 0 0 -1.20372 0.419321 0
9.92	0 0 0 -1.20393 0.399907 0
9.94	0 0 0 -1.2031 0.380131 0
9.96	0 0 0 -1.20126 0.360016 0
9.98	0 0 0 -1.19842 0.339586 0
10	0 0 0 -1.1946 0.318865 0
10.02	0 0 0 -1.18984 0.297875 0
10.04	0 0 0 -1.18416 0.276642 0
10.06	0 0 0 -1.17761 0.255188 0
10.08	0 0 0 -1.17021 0.233538 0
10.1	0 0 0 -1.16202 0.211714 0
10.12	0 0 0 -1.15306 0.189739 0
10.14	0 0 0 -1.14339 0.167635 0
10.16	0 0 0 -1.13306 0.14542 0
10.18	0 0 0 -1.12211 0.123115 0
10.2	0 0 0 -1.1106 0.100738 0
10.22	0 0 0 -1.09857 0.078305 0
10.24	0 0 0 -1.08609 0.05583 0
10.26	0 0 0 -1.0732 0.0333262 0
10.28	0 0 0 -1.05996 0.0108044 0
10.3	0 0 0 -1.04642 -0.0117265 0
10.32	0 0 0 -1.03265 -0.0342598 0
10.34	0 0 0 -1.01869 -0.0567911 0
10.36	0 0 0 -1.0046 -0.079318 0
10.38	0 0 0 -0.990425 -0.10184 0
10.4	0 0 0 -0.976221 -0.12436 0
10.42	0 0 0 -0.962034 -0.146882 0
10.44	0 0 0 -0.94791 -0.169412 0
10.46	0 0 0 -0.933892 -0.191958 0
10.48	0 0 0 -0.92002 -0.21453 0
10.5	0 0 0 -0.90633 -0.237139 0
10.52	0 0 0 -0.892856 -0.259799 0
10.54	0 0 0 -0.879627 -0.282523 0
10.56	0 0 0 -0.866666 -0.305325 0
10.58	0 0 0 -0.853996 -0.32822 0
10.6	0 0 0 -0.841632 -0.351223 0
10.62	0 0 0 -0.829585 -0.374348 0
10.64	0 0 0 -0.817863 -0.397609 0
10.66	0 0 0 -0.806469 -0.421017 0
10.68	0 0 0 -0.795401 -0.444584 0
10.7	0 0 0 -0.784653 -0.468319 0
10.72	0 0 0 -0.774215 -0.492226 0
10.74	0 0 0 -0.764073 -0.51631 0
10.76	0 0 0 -0.75421 -0.540571 0
10.78	0 0 0 -0.744604 -0.565007 0
10.8	0 0 0 -0.735233 -0.58961 0
10.82	0 0 0 -0.72607 -0.614372 0
10.84	0 0 0 -0.717087 -0.639277 0
10.86	0 0 0 -0.708253 -0.664309 0
10.88	0 0 0 -0.699536 -0.689446 0
10.9	0 0 0 -0.690904 -0.714661 0
10.92	0 0 0 -0.682323 -0.739927 0
10.94	0 0 0 -0.673758 -0.76521 0
10.96	0 0 0 -0.665176 -0.790474 0
10.98	0 0 0 -0.656541 -0.815679 0
11	0 0 0 -0.647822 -0.840782 0
11.02	0 0 0 -0.638984 -0.865739 0
11.04	0 0 0 -0.629997 -0.890502 0
11.06	0 0 0 -0.620829 -0.915019 0
11.08	0 0 0 -0.611451 -0.939241 0
11.1	0 0 0 -0.601836 -0.963112 0
11.12	0 0 0 -0.591957 -0.986578 0
11.14	0 0 0 -0.581791 -1.00958 0
11.16	0 0 0 -0.571315 -1.03207 0
11.18	0 0 0 -0.560508 -1.05399 0
11.2	0 0 0 -0.549354 -1.07528 0
11.22	0 0 0 -0.537836 -1.09588 0
11.24	0 0 0 -0.52594 -1.11575 0
11.26	0 0 0 -0.513656 -1.13482 0
11.28	0 0 0 -0.500973 -1.15305 0
11.3	0 0 0 -0.487884 -1.17038 0
11.32	0 0 0 -0.474386 -1.18677 0
11.34	0 0 0 -0.460476 -1.20217 0
11.36	0 0 0 -0.446152 -1.21654 0
11.38	0 0 0 -0.431418 -1.22983 0
11.4	0 0 0 -0.416276 -1.24201 0
11.42	0 0 0 -0.400732 -1.25305 0
11.44	0 0 0 -0.384795 -1.26291 0
11.46	0 0 0 -0.368473 -1.27157 0
11.48	0 0 0 -0.351778 -1.27901 0
11.5	0 0 0 -0.334722 -1.2852 0
11.52	0 0 0 -0.31732 -1.29013 0
11.54	0 0 0 -0.299587 -1.29379 0
11.56	0 0 0 -0.28154 -1.29617 0
11.58	0 0 0 -0.263197 -1.29728 0
11.6	0 0 0 -0.244577 -1.29711 0
11.62	0 0 0 -0.2257 -1.29567 0
11.64	0 0 0 -0.206585 -1.29298 0
11.66	0 0 0 -0.187254 -1.28904 0
11.68	0 0 0 -0.167728 -1.28388 0
11.7	0 0 0 -0.148028 -1.27752 0
11.72	0 0 0 -0.128175 -1.27 0
11.74	0 0 0 -0.10819 -1.26133 0
11.76	0 0 0 -0.0880944 -1.25157 0
11.78	0 0 0 -0.0679078 -1.24074 0
11.8	0 0 0 -0.0476497 -1.2289 0
11.82	0 0 0 -0.0273385 -1.2161 0
11.84	0 0 0 -0.00699176 -1.20237 0
11.86	0 0 0 0.0133745 -1.18778 0
11.88	0 0 0 0.0337454 -1.17237 0
11.9	0 0 0 0.0541079 -1.15622 0
11.92	0 0 0 0.0744504 -1.13937 0
11.94	0 0 0 0.0947636 -1.1219 0
11.96	0 0 0 0.11504 -1.10386 0
11.98	0 0 0 0.135273 -1.08532 0
12	0 0 0 0.155462 -1.06634 0
12.02	0 0 0 0.175604 -1.04699 0
12.04	0 0 0 0.195701 -1.02733 0
12.06	0 0 0 0.215757 -1.00743 0
12.08	0 0 0 0.235779 -0.987348 0
12.1	0 0 0 0.255776 -0.967149 0
12.12	0 0 0 0.275758 -0.94689 0
12.14	0 0 0 0.29574 -0.92663 0
